	v7EBR1	v8EBR1	v12EBR1	v17EBR1	v7MBR1	v8MBR1	v12MBR1	v17MBR1	v7LBR1	v8LBR1	v12LBR1	v17LBR1	v7WBR1	v8WBR1	v12WBR1	v17WBR1	v7EHR1	v8EHR1	v12EHR1	v17EHR1	v7MHR1	v8MHR1	v12MHR1	v17MHR1	v7LHR1	v8LHR1	v12LHR1	v17LHR1	v7WHR1	v8WHR1	v12WHR1	v17WHR1	FemaleA1R1	FemaleA2R1	FemaleA3R1	FemaleA4R1	FemaleO1R1	FemaleO2R1	FemaleO3R1	FemaleO4R1	FemaleH1R1	FemaleH2R1	FemaleH3R1	FemaleH4R1	FemaleL1R1	FemaleL2R1	FemaleL3R1	FemaleL4R1	FemaleM1R1	FemaleM2R1	FemaleM3R1	FemaleM4R1	FemaleT1R1	FemaleT2R1	FemaleT3R1	FemaleT4R1	MaleA1R1	MaleA2R1	MaleA3R1	MaleA4R1	MaleC1R1	MaleC2R1	MaleC4R1	MaleH1R1	MaleH2R1	MaleH3R1	MaleH4R1	MaleL1R1	MaleL2R1	MaleL3R1	MaleL4R1	MaleM1R1	MaleM2R1	MaleM3R1	MaleM4R1	MaleT1R1	MaleT2R1
XP015517525.1	28.718	22.044	41.033	23.391	13.633	28.317	37.314	22.463	24.89	28.45	26.053	19.523	17.31	17.69	17.531	19.406	54.167	52.503	47.129	31.371	37.224	51.953	40.298	47.552	37.371	50.921	31.732	38.631	18.394	26.06	22.051	22.826	29.716	34.838	27.004	39.096	27.075	18.226	20.773	24.604	28.468	36.965	27.428	28.121	19.983	21.687	19.321	21.835	19.2	28.452	19.211	22.157	24.839	34.109	33.014	27.19	19.057	39.214	51.809	24.422	20.533	23.289	14.363	28.829	19.946	31.618	41.479	26.956	16.144	22.011	18.571	31.099	27.308	22.5	23.957	11.463	23.854
XP015520469.1	7.315	7.894	12.95	12.71	5.045	10.342	13.881	2.696	11.571	12.691	10.171	9.626	9.115	10.332	8.338	8.871	14.162	13.252	7.887	11.276	13.042	18.422	11.206	13.228	10.362	13.163	10.987	12.087	10.71	13.589	12.337	8.374	20.9	23.593	22.726	27.928	19.615	17.748	12.099	10.617	21.01	20.651	18.511	13.747	26.385	22.176	24.666	24.963	20.521	18.529	14.15	18.242	22.774	19.144	25.755	20.396	22.153	24.224	30.364	24.812	19.922	15.861	11.47	13.013	11.583	17.125	18.649	34.879	21.154	25.171	21.602	31.931	24.973	31.73	22.817	11.529	20.921
XP015518734.1	8.82	5.66	0	8.69	15.35	6.074	20.407	0	0	2.142	10.65	9.559	19.203	0	0	1.822	0	1.911	0	2.13	2.499	0	9.329	0.475	0	0	0	15.467	17.385	11.041	22.838	17.735	23.914	24.719	15.585	4.787	4.824	0.336	0	1.17	0.83	1.268	3.479	0	10.018	0	0	1.208	1.879	9.568	5.911	4.065	6.13	1.63	4.391	0	12.237	0	11.078	2.341	2.338	2.905	0	1.5	1.687	1.536	0.997	5.614	1.104	6.432	0	8.77	9.995	0	2.485	3.711	0.845
XP015519720.1	0.543	0	0	0	0	0	2.113	0	0	0	0	0	0	1.244	0.453	0.549	0	1.759	0	0	0.199	0.43	0	0	0	1.75	0	0	0.901	0.828	0.577	0	1.739	1.249	1.924	1.164	0.756	0	0	0	0.245	0.677	0	1.038	0	1.048	1.249	0.562	3.998	0	0	1.112	1.999	1.091	0.343	2.326	1.29	0	0	0.5	0	1.534	0	1.072	1.133	1.109	0.48	2.764	5.097	3.025	0.527	0	0.889	0	0.411	0	0
XP015514445.1	0	0	0	0	0	0	0	0	0	4.298	8.623	0	6.45	0	5.599	1.687	3.048	0	0	0	3.377	5.336	0	2.676	0	0	4.833	0	5.28	0	3.002	9.694	2.276	6.396	2.656	6.468	5.302	2.765	0	0	6.065	3.506	3.954	6.152	0	0.837	4.688	1.519	1.831	1.466	0	5.169	3.517	0	0	3.946	5.885	2.812	7.216	3.304	0	2.741	0	4.905	3.312	0	2.863	0	0	0	2.997	3.733	2.212	5.713	0	0	0
XP015520104.1	2.132	1.489	0	0.926	0	0	0	0	3.857	0.767	5.712	3.006	0	3.972	1.752	0.867	0.593	0.627	12.219	0.772	0.585	0.586	0	1.227	6.946	0	3.288	0	1.095	0.903	0	1.091	2.036	3.746	1.05	1.225	0	4.558	0	0	1.509	3.54	2.739	3.524	2.191	1.375	0	2.153	7.866	0	0	1.405	0.858	0	0	0	4.111	9.883	0	3.963	2.931	3.877	0	1.871	4.576	2.466	2.14	0.572	3.994	0	1.705	0	1.673	1.213	0.46	0	0.998
XP015520436.1	0	0	0.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634	0.608	0	0	0.545	0.743	0	0.285	0.351	0.4	0	0	4.379	3.462	1.613	0.997	0	0	0.143	0.105	0	0	0.454	0	0	0.075	0	0	0	0	0.212	0.616	0	0	0	0.751	0	0	0.818	0	0	0	1.22	0	0	0	0	0	0	0	0.346	0	0	0	0	0	0	0.678	0	0	0
XP015523397.1	4.515	15.192	9.252	5.143	0	9.628	10.077	11.905	2.247	4.862	13.966	3.547	2.518	0	0.977	2.029	11.863	10.885	11.908	2.354	6.581	7.809	0	3.198	7.639	10.122	3.995	4.878	1.706	5.107	7.709	5.06	1.402	4.893	1.376	3.623	9.499	5.941	2.154	4.334	3.632	3.971	6.029	2.17	0	2.007	4.009	0	3.214	0	0	1.66	1.999	2.154	5.587	5.106	0	11.939	0	1.926	3.716	2.147	0	2.27	0	1.963	3.331	2.145	1.606	4.151	0	3.703	2.439	3.558	7.235	0	4.522
XP015511232.1	4.431	7	5.612	4.434	0	3.554	5.934	0	1.323	2.113	1.216	0.946	9.949	6.143	7.331	5.315	12.726	11.645	15.604	9.257	8.588	8.649	9.787	12.587	8.332	6.521	6.613	10.073	2.425	6.977	10.134	7.719	2.532	1.372	1.559	1.812	7.937	6.329	6.152	4.857	7.371	8.98	8.212	7.806	2.627	5.26	3.98	5.251	1.892	3.454	2.098	2.427	7.318	4.66	2.631	3.067	1.451	1.207	0.788	2.158	19.716	17.421	12.758	8.437	4.444	6.59	9.306	2.591	2.683	5.998	5.473	4.91	4.578	3.619	6.28	3.379	7.993
XP015516508.1	0	0	0	0	0	0	0	0	0	0	0	0	1.58	0	0	1.551	2.252	0	0	0	0.957	0.987	0	0.966	2.323	0	0	0	4.185	1.312	0	0	11.564	8.799	5.288	5.356	1.601	0	0	1.165	4.332	6.025	2.063	5.267	0	2.749	1.132	0	6.083	0	0	0	1.339	0	2.983	0	0.274	17.405	5.463	13.327	0	1.952	0	0	9.993	7.132	6.382	2.333	0.066	7.962	3.065	3.98	5.062	0	0.899	0	1.297
XP015513684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.673	0	7.681	0	0	8.419	0	0	0	0	8.495	0	13.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015515512.1	1.129	0	0	1.143	0	0	0	0	0	0.984	0	0	0	0	0.916	0	0.917	1.787	0	3.024	0.798	1.74	0	3.309	0	2.361	4.721	0	1.824	2.107	0	5.818	0	2.33	0	0	0	0	0	0	2.332	5.25	14.683	6.289	0	0	0	0	0	0	0	0	0.868	0.768	0	1.154	0	0	0	0	0	0	0	0	1.15	1.899	6.084	0	0	0	0	0	0	0	0	0	2.407
XP015523665.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.338	0	2.099	2.914	8.534	0	0	0	0	10.111	15.021	5.035	0	0	5.659	0	0	0	19.089	6.642	24.066	6.341	11.034	0	0	0	0	0	0	0	0	0	0.909	1.46	0	0	0	3.049	7.031	0	0	0	0	0	0
EZA47328.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.802	0	0	0	58.782	0	0	32.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015515285.1	0.042	0	3.43	0.039	0.107	0.029	0.051	0	0	4.993	0	3.851	0.009	0.072	6.706	0.127	4.761	0.057	0.064	4.735	4.228	5.512	0.054	7.504	7.892	3.331	0.037	0.022	0.075	2.182	3.868	5.132	4.568	2.766	5.24	6.1	0.09	0.037	0.103	0.028	9.545	8.343	0.08	8.153	0	0.054	2.987	0.12	3.221	0.049	0.704	3.441	2.339	6.836	0.044	5.428	0.032	0.053	6.683	0.073	0.1	0.046	7.602	0.021	0.006	7.623	5.695	1.707	0.126	0	0.147	0.03	3.818	0.041	2.966	4.506	3.771
XP015524078.1	0	0	0	1.261	0	0	0.744	20.553	0	5.904	0	3.513	1.919	15.324	0	6.866	1.598	16.113	0.014	0	2.3	0	0	0	8.764	6.621	0	0	0	9.525	4.746	0	1.426	13.249	3.515	0.455	2.357	10.238	0	0	0	3.208	3.891	0	43.517	0.333	0	0	0	6.693	0	12.652	0	0	8.113	13.566	0	0	8.512	6.487	0	0	8.618	0	5.371	0	4.237	4.424	9.206	2.281	8.945	3.051	4.229	0	2.534	11.927	9.018
XP015509930.1	318.866	166.372	151.333	268.744	290.37	199.283	240.487	274.493	204.252	179.037	291.452	152.163	36.079	33.926	24.721	30.751	152.507	69.919	78.959	99.359	129.925	160.424	74.311	147.801	98.018	89.83	77.478	87.357	73.502	95.167	49.963	52.125	99.036	80.029	99.292	79.504	88.586	90.284	56.319	56.91	145.031	118.05	78.536	102.254	153.002	100.267	135.235	64.165	63.925	101.436	48.997	29.505	62.937	87.42	85.272	75	52.69	89.533	127.375	59.683	53.206	43.274	0	176.16	185.095	147.62	94.215	83.264	81.475	94.129	94.055	129.971	112.732	59.93	32.948	0	52.137
XP015524200.1	0.334	0.298	0	0.158	0	1.005	0	0	0.999	0.68	0.516	0	0.373	0	0.131	0.159	1.153	0.741	0	1.126	0.784	0.42	3.086	1.354	1.28	0.99	0.875	1.454	0.258	0.118	0.328	0.81	0.898	0.755	1.606	0.569	0.766	0.546	1.107	0.324	0.78	0.792	0.344	0.611	0.617	1.082	0.511	0.748	0.158	0	0	0.105	0.179	0.747	0.334	1.769	0.726	0.504	0	1	0	0	0	0	0.961	0.529	0.851	0	0.847	0.311	1.173	0.24	0.227	0.278	0.099	0	0.226
XP015513212.1	170.511	124.221	253.945	148.048	93.283	155.395	230.799	73.003	165.819	185.418	78.492	130.411	252.457	479.64	563.124	410.063	188.965	164.336	135.32	143.196	142.435	218.281	122.049	179.26	196.313	222.999	196.162	172.169	381.385	490.909	369.589	397.788	398.766	278.046	527.676	785.895	693.774	600.217	751.839	799.107	218.161	294.032	391.27	499.493	602.797	628.502	671.324	628.037	912.563	653.409	752.949	926.424	535.135	629.375	480.676	766.777	296.018	265.029	487.749	414.029	417.954	595.123	442.547	299.589	258.843	301.034	416.309	680.909	392.73	452.135	462.076	435.666	626.326	696.13	947.816	288.625	613.952
XP015512583.1	79.299	60.621	117.3	103.178	56.464	70.531	79.26	49.081	62.95	86.523	69.906	92.278	58.884	73.836	52.946	57.763	109.791	125.056	100.722	77.933	124.341	142.286	101.406	92.729	103.007	118.286	98.918	100.803	95.223	137.504	77.416	80.353	109.046	121.175	119.926	169.248	198.567	176.586	173.263	177.213	172.806	153.167	148.407	138.465	315.756	236.449	288.396	200.343	175.43	203.368	158.775	184.685	211.227	247.992	236.141	272.057	155.345	100.384	152.225	124.183	162.225	195.08	124.893	124.151	102.577	111.655	115.058	266.014	176.631	193.324	147.082	221.468	195.416	191.853	200.817	105.352	248.947
XP015509932.1	19.605	13.852	28.538	19.174	10.627	30.575	27.153	11.007	23.542	22.242	12.161	16.28	36.287	41.82	32.283	41.898	26.079	24.108	18.917	18.02	16.831	28.772	13.262	21.872	25.069	26.226	18.853	26.071	33.386	39.8	47.865	37.101	59.808	66.214	64.957	66.428	68.573	72.006	64.334	71.004	42.958	48.441	48.174	40.467	59.565	58.439	56.241	47.426	58.233	80.689	43.239	62.706	50.508	81.079	55.505	78.285	47.305	55.054	67.029	66.804	50.924	59.383	53.056	32.444	30.528	33.154	41.54	65.186	50.558	60.761	53.911	50.227	54.684	54.874	57.266	27.763	55.123
XP015509365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.503	0	0	0.91	1.768	0	0	0	0.43	0	2.668	0	0	1.563	2.583	0	0.419	0	0	0.641	0	0.421	0	0	0	0	0	0	0.866	0	0.543	0	0	0	0	0	0	1.447	0	0.858	3.038	1.179	1.149	0	0	0	0	0	2.878	0	0	0	0.631	1.507	0	0	0	0	0	0	0.983	0.694	0	0
XP015523501.1	309442.514	1656854.404	42904.588	145222.891	1359462.914	83255.759	124839.128	1507309.731	37355.006	36702.475	311538.561	261496.859	18581.133	8127.545	27951.131	9661.23	8205.609	36334.773	21766.032	84495.502	63029.121	27269.19	6383.941	14796.754	7756.738	14819.222	10298.032	3944.963	4482.618	10862.606	22003.647	3964.018	7165.769	9001.541	6771.967	19686.517	14319.002	6634.209	2216.831	5329.494	5312.592	1847.982	1964.03	1781.323	41862.475	7340.623	7494.091	1873.572	10489.976	15147.035	48280.017	40121.83	53734.964	10419.004	57327.657	4696.684	2587.243	6309.466	11988.672	6537.126	4629.942	2377.386	4724.409	1504.941	484.596	1764.911	1276.293	7490.685	2200.802	3297.761	4401.069	10230.779	6626.249	15763.154	22806.993	1018776.282	20030.848
XP015522639.1	40.214	28.449	50.402	61.383	32.204	114.011	45.92	39.871	114.578	77.797	81.366	44.754	85.44	105.447	110.232	126.872	67.722	45.241	90.358	59.169	61.672	79.005	126.495	108.941	107.303	69.215	86.015	95.689	106.985	114.024	131.377	167.803	186.1	118.976	167.039	102.478	80.509	104.759	109.25	84.428	143.869	131.707	123.684	116.238	110.771	130.555	126.779	130.897	215.73	104.842	137.803	95.727	71.585	76.498	81.057	76.373	244.393	196.974	143.179	216.092	146.692	87.43	89.188	157.661	163.816	144.657	111.648	120.57	206.538	169.402	206.505	127.31	117.475	118.769	85.343	60.826	67.864
XP011873718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.382	0	0	0	2.699	0	5.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.022	0.953	10.631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.988	2.753	0	0	0	0	0	0	0	0	0	0	0
XP015524539.1	0.209	0.298	0.735	0.709	0	0.131	0.271	0.562	0.874	0.13	0	0	1.293	1.628	1.118	0.724	0.647	0.504	0	1.256	0.651	0.733	0	0.697	1.003	0.24	0.527	0	0.966	0.559	0.996	1.132	0.745	0.508	0.803	0.438	0.577	0.575	0.919	0.795	0	0.321	0.883	0.448	0.223	1.449	1.512	0.197	0.213	0.377	0.59	1.119	0.462	1.644	0.695	1.114	0	0.478	0.432	0.756	2.014	0.555	2.276	0	0	0.733	1.197	0.243	1.071	1.214	0.289	0.45	0.227	0.325	1.119	0	0.146
XP012267412.1	0	0	0	0	0	1.092	2.942	0	0	0	0	0	0	0	0	0	1.261	0	0	2.763	0	1.788	0	3.404	0	3.231	0	10.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015522108.1	3.553	9.533	2.905	2.365	26.407	1.763	18.496	0	2.247	4.862	0	1.824	4.297	4.71	3.917	2.817	4.363	4.839	2.032	3.647	1.981	5.102	5.638	5.264	2.992	11.372	0	0	6.289	6.784	5.31	7.387	22.856	38.599	28.029	31.21	17.317	17.097	9.86	5.238	7.061	9.428	9.37	9.096	6.455	6.437	10.646	8.415	14.438	24.293	37.312	25.635	7.808	12.042	6.582	2.188	41.436	31.268	41.289	19.179	8.343	25.266	20.969	8.199	5.177	13.078	15.676	10.021	8.14	10.571	11.155	34.809	47.795	38.182	29.975	0	22.304
XP018043624.1	0	0	0	0	0	0	0	0	0	3.618	0	0	0	0	0	2.108	0	0	0	0	0	0	0	1.528	0	0	0	0	0	1.548	0	0	0.593	2.86	0	1.155	0	0	4.876	0	0	0	0	1.006	0	0	0	0	0	0	0	0	1.594	0	0	0	0	0	0	0	0	0	0	4.457	0	0	0	0	5.584	0	0	0	0	0	2.577	0	0
XP015513719.1	0.836	0	1.132	0	0	0	0	0	0	0.42	2.432	0	0	0	0	0	3.77	0.637	0	0	0	0	3.62	0.23	0	0.88	0	2.015	0	0	0	4.623	0.689	0	1.193	0.324	0	1.128	5.069	0	0	1.848	2.206	1.649	0	0.959	0	0	0.75	0	0	1.165	0	0	0	1.068	0	0	0	0.914	0	1.801	0	0	0.812	2.416	0.425	0	0	1.096	1.615	0	0	0.908	0	0	0
XP015514674.1	5.769	1.638	12.74	12.336	0	22.389	10.567	2.696	15.616	16.743	11.792	9.424	9.376	16.026	16.061	14.616	12.706	8.499	21.522	13.285	9.585	16.262	21.943	19.212	16.965	9.732	12.73	17.334	7.523	11.686	15.286	17.777	26.101	18.867	26.662	17.058	20.152	15.274	24.366	17.236	18.338	16.388	13.33	12.061	14.378	14.562	14.619	15.633	13.048	13.637	11.34	6.041	14.07	8.624	7.365	9.167	55.608	50.185	27.924	36.603	26.712	17.636	18.3	25.738	29.698	23.537	16.169	22.705	33.928	25.634	24.145	23.573	21.517	15.73	14.124	12.921	9.177
XP015520774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272	0	0	0.534	0	0	0	0	0	0	0	0	0	0	2.286	0	1.948	2.666	0	1.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.378	0	0	1.592	0	0	0	0	0	0
XP015519371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.999	0	0	0	0	0	0	0	0	0	4.04	1.354	0	0	0	4.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015516905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.611	0	3.181	0	0	0	0	0	4.642	4.355	2.029	0.679	0	1.375	0	0	0	0	0	0	0	0	0	0	6.514	13.571	0	0	0	2.402	0	6.026	5.714	3.155	0	0	0	0	0	0	0	0	0	0	0
XP015509356.1	0	0	0	0	0	0	0	0	6.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578	0	0	0	0	0	0	0	0	0	2.163	0	0.866	0	0	0	0	6.483	1.888	0	0	0	0	0	0	0	8.689	0	0	0	0	0	0	0	0	0	0	0	0	0	7.561	0	0	1.556	0	0	0	6.997	4.752	0	0	0	0	0
XP015523102.1	0.46	0	0.723	1.774	0	2.374	0	1.123	2.172	5.687	1.437	0.878	14.02	11.721	13.403	18.666	1.78	2.072	3.844	2.856	0.984	1.847	0.712	3.016	3.285	2.28	2.233	3.69	9.637	7.321	10.291	15.574	15.884	9.416	15.227	6.485	9.609	13.922	17.065	13.554	11.537	13.766	13.88	13.752	7.657	11.051	9.515	10.394	17.817	7.251	18.806	7.649	6.526	7.303	9.054	11.464	26.297	22.964	9.173	27.092	25.534	9.843	24.228	10.609	16.136	13.486	10.984	8.964	14.855	16.833	16.849	8.807	9.315	9.075	7.95	2.65	10.148
XP015517150.1	81.43	8.192	44.195	42.446	38.215	22.52	86.835	19.879	21.869	61.661	69.685	37.897	55.585	106.865	21.237	17.894	73.482	92.905	87.823	42.311	61.779	112.273	103.602	53.196	26.732	101.952	44.028	96.825	32.388	71.967	28.174	67.948	88.778	111.455	109.199	100.728	97.07	107.591	74.097	72.771	74.097	73.941	95.087	81.476	70.04	99.573	55.824	44.005	68.343	145.521	52.328	45.659	25.99	63.845	32.231	36.058	89.563	134.995	138.682	45.357	99.479	66.08	20.136	63.985	71.037	49.088	26.186	87.359	53.853	50.5	51.424	92.411	70.85	35.986	49.974	0	48.293
XP015510348.1	12.415	4.319	10.78	11.981	13.096	28.769	9.519	1.685	30.969	18.19	8.992	0.946	3.785	13.233	9.647	20.297	12.989	20.866	32.807	13.415	11.287	7.076	11.152	24.112	25.86	17.604	20.925	18.877	9.562	9.504	0.393	23.46	49.486	29.444	28.324	12.165	25.593	0	31.698	26.081	56.697	21.908	34.001	49.147	47.548	34.275	42.695	60.296	71.722	47.232	51.164	32.465	15.315	24.81	27.348	37.718	0	35.168	17.913	30.994	60.202	51.028	12.778	46.06	0	35.258	35.066	11.666	57.458	50.131	24.304	46.802	38.302	25.177	20.623	16.432	18.773
XP015523785.1	19.271	12.511	16.229	17.242	16.639	12.003	15.724	19.093	8.788	13.834	14.003	18.678	3.325	5.709	3.867	4.193	16.354	14.317	11.391	8.15	13.919	17.445	8.935	13.861	12.058	14.483	11.347	12.324	4.121	8.117	7.84	6.421	8.639	10.461	10.607	12.454	12.384	10.223	6.557	8.089	9.638	8.481	8.785	8.39	13.602	8.036	8.675	9.258	7.13	9.086	6.753	5.755	8.383	13.105	11.148	10.321	6.756	7.827	12.831	5.414	8.96	10.717	5.061	9.383	9.026	7.17	7.586	12.362	6.857	7.27	5.631	12.87	13.378	10.782	10.563	2.717	11.066
XP015521985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.957	0	0	0	6.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015513483.1	6.061	2.383	8.785	13.735	1.825	17.8	3.297	1.011	20.534	9.754	8.586	10.234	4.037	1.751	5.951	5.426	8.302	4.535	6.896	7.926	3.975	4.114	3.836	8.518	5.65	5.731	4.727	7.217	5.484	7.784	10.593	10.764	40.791	16.704	28.984	14.677	14.254	10.828	11.016	15.492	10.129	12.343	10.562	12.709	5.498	9.84	7.477	9.73	7.391	5.053	9.104	6.431	5.394	6.197	3.3	8.012	25.394	31.096	20.149	35.786	10.07	10.274	19.75	24.624	24.682	14.652	20.393	6.913	7.359	8.437	14.673	6.319	8.261	6.418	11.504	2.385	6.87
XP015514233.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.819	0	0	0	0	0	0	0	0	40.964	0	3.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.238
XP015520971.1	2.174	5.809	0	0	0	0.757	2.012	0	0	1.042	2.064	0	0	0	10.331	0	13.501	15.324	10.641	12.811	3.071	16.419	0	7.924	0.448	3.901	5.602	5.608	0	15.481	10.003	6.982	13.536	13.699	0.724	9.811	0	0.874	0	1.909	17.429	17.782	18.958	16.675	1.393	0	0.299	2.751	3.111	0	0	4.508	9.317	11.64	0	3.906	10.577	0	6.073	5.182	3.797	3.74	4.011	24.659	0	10.688	38.926	5.222	5.01	4.134	6.453	0	1.679	2.704	3.759	8.084	17.523
XP015515639.1	84.398	100.24	139.608	35.056	50.56	72.089	133.617	21.564	96.977	80.43	22.147	32.561	94.217	100.954	143.492	91.029	203.72	173.243	127.561	86.716	146.317	148.384	160.783	127.837	117.747	89.37	120.247	91.165	35.34	114.992	60.097	77.07	35.718	1.975	45.531	97.875	136.201	90.964	83.546	212.189	42.409	79.811	102.508	174.839	25.545	76.131	105.07	86.329	74.942	34.259	61.325	97.253	128.892	157.814	97.758	159.035	9.787	52.056	54.604	43.857	123.809	91.875	142.909	73.571	39.789	64.664	94.282	117.861	49.4	40.603	49.803	42.312	82.249	96.059	115.452	28.293	116.337
XP015516619.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.487	0	0	0	0	0	0	0	0	0	1.042	1.532	2.248	0	3.23	2.823	0	0	1.994	0.669	0	0	4.469	0	5.574	0	0	0	0	0	0	2.82	0	0	0	0	0	0	0	0	0	0	2.474	3.946	3.704	0	0	0	0	0	0	0	0
XP015521634.1	3.177	0	9.66	0	0	1.675	0	0	0	0	12.861	0	0	5.824	9.788	0.095	3.149	0	0	0	2.858	4.965	0	7.774	2.821	0	0.788	0	7.362	1.312	3.199	6.909	3.582	7.259	7.475	9.435	0	0	5.178	9.237	8.844	9.112	12.849	12.362	2.233	9.506	7.638	1.37	4.026	7.188	2.504	10.075	5.036	13.723	8.051	2.504	0	11.581	0	6.621	9.646	2.043	0	1.114	3.192	4.187	7.41	5.441	6.507	9.586	5.671	2.286	8.641	4.825	10.393	0	5.686
XP015523634.1	0	0	0	7.941	0	4.53	0	0	0	0	0	0	0	0	5.931	0	4.343	0	0	0	0	0	0	2.636	0	7.902	0	0	0	0	0	17.735	6.499	34.149	18.647	13.863	11.837	0	0	11.907	18.627	9.502	3.416	16.164	0	2.96	14.787	10.526	8.65	9.149	11.317	0	5.007	19.862	0	16.875	0	0	0	6.95	24.162	0	12.9	0	0	0	8.589	0	13.538	4.937	11.67	0	6.766	0	7.61	0	0
XP015511981.1	49.661	15.49	69.454	101.937	5.367	60.028	38.785	16.735	103.618	37.046	32.76	24.319	29.273	52.825	26.544	34.777	51.281	37.921	57.345	57.522	26.522	43.216	35.324	55.278	37.216	24.425	38.097	30.927	16.065	23.448	19.403	28.509	40.094	19.165	31.552	26.291	127.239	277.272	172.579	340.399	164.799	317.473	279.14	392.799	16.027	16.311	14.509	14.395	34.705	35.431	32.45	34.178	235.387	808.143	522.058	817.981	44.919	36.415	27.01	37.017	586.969	290.023	447.716	177.52	190.128	148.392	208.313	17.624	23.039	20.463	33.918	38.721	21.278	19.647	26.074	61.754	213.07
XP019883077.1	4.556	0	0	14.129	0	1.384	1.843	0	2.072	0.897	0	1.621	0	0	0	2.562	0	1.54	2.336	0.316	1.183	0	0	0	4.769	0	0	0.28	7.856	0.774	3.487	0	0	0	0.819	2.941	4.844	1.121	0	0	1.177	0.034	0	0	0	0	0	0	2.952	0	0.138	0.286	0	0	0	1.872	2.257	0	0	0	0	3.871	3.679	1.044	0.126	1.179	0	0	0	0	4.017	0	0.858	0	0.743	0	0
XP015516431.1	210.766	153.265	268.867	210.948	148.888	208.955	178.945	229.343	152.799	250.64	128.683	168.41	26.955	37.754	33.411	37.642	202.891	160.077	111.25	90.911	128.223	187.73	96.885	120.404	99.159	131.059	118.262	111.112	27.269	62.022	32.107	26.109	29.307	29.546	34.971	37.853	34.983	25.564	40.155	38.499	32.85	39.811	31.016	36.917	31.096	16.297	20.066	24.484	14.149	24.028	22.435	23.149	28.819	34.662	19.323	47.861	26.813	13.969	25.053	19.703	7.613	9.079	1.823	28.436	28.938	25.729	34.434	29.352	13.604	12.758	16.35	27.718	13.531	17.363	10.775	19.613	13.034
XP015522936.1	0.167	0.745	10.675	8.533	1.288	39.795	28.353	2.246	41.979	3.98	5.417	1.655	0.434	0	0.745	0.74	8.066	0.722	13.642	41.065	14.624	31.166	53.835	47.022	5.446	9.952	10.459	18.146	2.071	1.838	1.901	2.119	3.005	1.887	4.286	2.389	1.124	1.054	0.429	0.375	1.892	3.282	2.189	3.255	0.723	1.116	1.285	2.984	0.557	0.509	0.766	1.548	1.754	1.027	0.387	1.31	5.514	3.953	4.192	3.292	6.104	2.395	2.08	2.347	5.028	3.046	3.015	1.182	2.459	1.976	2.572	0.832	0.392	0.481	0.566	0.795	0.785
